Values for the energy of the high-energetic photons in GeV, Corresponding values for the flux (nu*F_nu) in GeV/(s*cm^2)
0.06423525541092341 2.827378007076438e-10
0.0680229117483524 2.937777492435208e-10
0.072033908686495 3.051806495886044e-10
0.07628141558906405 3.1696156073928386e-10
0.08077937835632722 3.29125460254673e-10
0.08554256521388096 3.416868251030181e-10
0.09058661520137716 3.546591385247987e-10
0.09592808952040652 3.6805133427756536e-10
0.10158452591012836 3.81891327761305e-10
0.10757449622918133 3.961990976284307e-10
0.11391766743293281 4.1097607954544753e-10
0.12063486614627524 4.2622752011605773e-10
0.12774814704398205 4.4198396481112405e-10
0.1352808652631372 4.582635141451455e-10
0.1432577530853917 4.750594132408351e-10
0.15170500114081778 4.923858373883301e-10
0.16065034439998038 5.102763443759109e-10
0.17012315323656285 5.287422838554645e-10
0.1801545298595364 5.477725735565415e-10
0.1907774104314875 5.673923152463146e-10
0.20202667320839296 5.876348477365824e-10
0.2139392530558974 6.084996542329699e-10
0.2265542627180867 6.299748437872415e-10
0.23991312123692105 6.520988916478946e-10
0.2540596899439689 6.748951237097003e-10
0.26904041647094523 6.983479624382677e-10
0.28490448725188594 7.224552476713253e-10
0.3017039890176729 7.472644787490598e-10
0.3194940798131405 7.72785548684567e-10
0.3383331700982785 7.989763340720959e-10
0.3582831145281292 8.258595733751388e-10
0.3794094150410637 8.534729647042709e-10
0.4017814359222344 8.81790234445086e-10
0.4254726315483265 9.107700953510156e-10
0.45056078756136475 9.404617147884227e-10
0.4771282762634274 9.708744612113301e-10
0.5052623270708041 1.0019482435027909e-09
0.5350553129155895 1.0336912420888202e-09
0.5666050535350561 1.0661486595204661e-09
0.6000151366445935 1.0992910954589207e-09
0.6353952580487463 1.1330708798946297e-09
0.6728615818070137 1.1675443484441972e-09
0.7125371216369752 1.2027230779734878e-09
0.7545521448069892 1.2385529336241083e-09
0.7990445998445825 1.2750480721130707e-09
0.8461605694648276 1.3122634493500485e-09
0.8960547502058123 1.3501865668225473e-09
0.9488909603460045 1.3887730491910268e-09
1.0048426777711428 1.4281043330713664e-09
1.064093609556678 1.4682331421362249e-09
1.1268382951358307 1.5090962432756192e-09
1.1932827450337153 1.5506960082726041e-09
1.2636451172646355 1.593032702674369e-09
1.338156433613425 1.6361318826927299e-09
1.417061338152582 1.6799912456958332e-09
1.5006189004856578 1.7246276672220246e-09
1.5891034663541959 1.770086133419073e-09
1.6828055584010375 1.8163254698286751e-09
1.782032830047484 1.8634393855589015e-09
1.887111075616162 1.9113874163421776e-09
